,id,pred_avg,pred_stdev,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
12,P13,0.427384075,0.0238447,0.42997533,0.45625103,0.44739974,0.42608905,0.43821868,0.43117836,0.44109133,0.41944635,0.38179696,0.4463877,0.43686578,0.40891358,0.44760627,0.4317744,0.42853227,0.35501024,0.4300292,0.40264452,0.44095415,0.44751656
13,P14,0.544291006,0.021999404,0.57312804,0.5743145,0.55250174,0.56244063,0.559883,0.53770983,0.5407458,0.56849104,0.4958703,0.564486,0.5602206,0.52522326,0.5396907,0.5407889,0.53747314,0.49948388,0.5467588,0.5109433,0.5421564,0.55351025
14,P15,0.532497078,0.035610584,0.56573087,0.5696179,0.5726317,0.5453299,0.56860507,0.49393454,0.5154685,0.5681649,0.42315695,0.5472301,0.51640064,0.48887247,0.56179947,0.5484555,0.5379998,0.5391447,0.52452874,0.501627,0.5204836,0.5407592
15,P16,0.423913629,0.025325503,0.42739472,0.4520491,0.43428865,0.42754602,0.44023302,0.42779967,0.44648755,0.41648102,0.38825306,0.4456637,0.43576062,0.41159648,0.43615136,0.42066586,0.42788553,0.33741856,0.43159112,0.3949645,0.43221182,0.44383022
16,P17,0.551003486,0.023921561,0.5832111,0.57430923,0.5600191,0.5681358,0.5659091,0.5369188,0.54366726,0.5837213,0.49374074,0.5720332,0.5626461,0.5163101,0.5574391,0.55844086,0.54797226,0.5111082,0.55665797,0.5213277,0.5417624,0.5647394
17,P18,0.515318772,0.026664089,0.52685314,0.545677,0.5313075,0.5195638,0.5160616,0.50420547,0.52996665,0.53454685,0.44271535,0.52997386,0.5314061,0.50185037,0.52027184,0.52836674,0.51385933,0.47167733,0.52387434,0.46048936,0.5282501,0.5454587
18,P19,0.567398191,0.028202132,0.5888082,0.5840857,0.5745529,0.5850805,0.5700715,0.5602983,0.58496374,0.6022238,0.5066057,0.58879435,0.5878904,0.54468876,0.5672051,0.5672264,0.5708468,0.5086035,0.59138423,0.5057429,0.57829773,0.5805933
19,P20,0.427547854,0.023543249,0.43518007,0.45457724,0.44381446,0.42580953,0.44498482,0.43358192,0.44282654,0.42434004,0.38343567,0.44726124,0.43449643,0.40896115,0.44323033,0.43539014,0.42249587,0.35407412,0.43216392,0.40337732,0.43570676,0.4452495
20,P21,0.467193106,0.023241462,0.47958988,0.49673274,0.48604825,0.4705712,0.48616526,0.45610502,0.46731806,0.47189933,0.40057993,0.4866746,0.46766657,0.44269472,0.49064904,0.4835783,0.46437272,0.42878044,0.46355176,0.4397065,0.47520322,0.48597458
21,P22,0.512040724,0.025527677,0.55020773,0.5161206,0.521921,0.5136546,0.5320295,0.4929182,0.5046509,0.51797175,0.44903463,0.5353705,0.5298116,0.4877993,0.54388946,0.5107425,0.5294893,0.4610102,0.5241976,0.4813305,0.5250469,0.5136177
22,P23,0.407863428,0.036486024,0.41266337,0.4569252,0.4216571,0.41802955,0.44173554,0.38627467,0.4279841,0.4310123,0.34396693,0.43915993,0.37874535,0.37661684,0.4253764,0.3943279,0.4421528,0.30899307,0.4221406,0.39135408,0.38522783,0.452925
23,P24,0.458496262,0.026705336,0.47703356,0.47997066,0.48068944,0.4629849,0.48720887,0.43793762,0.4565828,0.469731,0.38274902,0.48056054,0.44584784,0.4263297,0.49331063,0.4771313,0.4769621,0.41634294,0.45905358,0.43985298,0.4520339,0.46761185
24,P25,0.483481474,0.021437813,0.5012315,0.50234044,0.49923065,0.49193713,0.50172377,0.4730798,0.48749167,0.48994368,0.42443767,0.506586,0.48845556,0.45786625,0.5002154,0.4942396,0.4865116,0.44183713,0.48446846,0.45731077,0.48396146,0.49676093
25,P26,0.502331058,0.020932556,0.52519715,0.5146199,0.50297755,0.5099438,0.52199703,0.50394195,0.5111422,0.5039445,0.4664283,0.52585894,0.5196798,0.47746873,0.5160202,0.5016018,0.5044278,0.436475,0.5104308,0.4880671,0.5032659,0.5031327
26,P27,0.469850885,0.035013133,0.47850662,0.5070219,0.48339835,0.4910891,0.5151126,0.46274814,0.45920667,0.48735073,0.40116566,0.49451116,0.48326835,0.42362875,0.5109633,0.48588854,0.48351493,0.37881225,0.46998098,0.43738386,0.451948,0.4915178
27,P28,0.441684912,0.024549215,0.4536663,0.46569523,0.4563045,0.44691893,0.46506068,0.4353731,0.45369062,0.441408,0.39001068,0.46428525,0.4471992,0.41369343,0.46592563,0.43997854,0.45622435,0.37049475,0.44851992,0.42421198,0.44132787,0.45370927
28,P29,0.568265415,0.029267394,0.5963685,0.5838679,0.575499,0.58254814,0.56931376,0.55983883,0.58355135,0.6037746,0.506532,0.59164506,0.59583956,0.54665285,0.56765324,0.5625223,0.5694128,0.50688326,0.5920109,0.5058328,0.58433414,0.5812273
29,P30,0.567830875,0.027928703,0.58877826,0.58336467,0.57574445,0.58458066,0.56991583,0.5600145,0.5850472,0.6011944,0.5064973,0.59002435,0.5855211,0.5486547,0.5674881,0.5670396,0.5698249,0.5104489,0.59094334,0.505727,0.5863745,0.57943374
30,S00001,0.403076168,0.034575327,0.4049888,0.44441992,0.42329946,0.41983864,0.4249111,0.40123495,0.41642836,0.403207,0.33427095,0.4194402,0.41850373,0.3808068,0.42832407,0.40483493,0.420921,0.29787847,0.4020236,0.36452666,0.40904832,0.4426164
31,S00002,0.438243794,0.038519148,0.44905454,0.46733207,0.4792058,0.46609157,0.47640595,0.41987318,0.45385867,0.44795963,0.33355317,0.45219946,0.4329551,0.39045006,0.48170033,0.46305168,0.46392605,0.36301696,0.4308517,0.4047943,0.42712823,0.46146742
32,S00003,0.464722107,0.034327465,0.4527457,0.48282266,0.4551172,0.46061742,0.51596475,0.51047534,0.47880116,0.45133567,0.46350816,0.49336398,0.48718062,0.4738047,0.4706855,0.42867258,0.44814262,0.35757983,0.466515,0.42168826,0.47221044,0.50321054
33,S00004,0.446414656,0.035677753,0.4740623,0.4875429,0.45309335,0.46117023,0.48021883,0.4267793,0.4383188,0.4710364,0.3858943,0.47970086,0.44539088,0.40976664,0.46029162,0.4380092,0.4901825,0.35137162,0.4595574,0.43226078,0.4044216,0.4792236
34,S00005,0.404281306,0.037499302,0.39333573,0.44317704,0.4215871,0.43344015,0.41371462,0.40097344,0.45739403,0.40125382,0.34416798,0.41834185,0.39608493,0.3945548,0.41461083,0.44537443,0.41608912,0.28849125,0.4030974,0.36418745,0.3942342,0.44151595
35,S00006,0.423995105,0.035891219,0.43419382,0.46149603,0.45881867,0.45085528,0.45359102,0.40015617,0.4362238,0.4397508,0.32494164,0.44363984,0.40204033,0.4048239,0.4578479,0.4248774,0.4532664,0.3505983,0.42369157,0.3973883,0.40597713,0.4557238
36,S00007,0.432601476,0.035385382,0.4220981,0.4652654,0.43457478,0.47215578,0.44346103,0.43889233,0.48089713,0.4342775,0.40842938,0.45294452,0.4299483,0.4259293,0.43115622,0.439692,0.44741136,0.30539766,0.4405406,0.39979652,0.41650245,0.46265915
37,S00008,0.479064722,0.039985175,0.47131434,0.48647797,0.5236662,0.5375126,0.51537496,0.46295837,0.5112377,0.46776024,0.39462122,0.47758698,0.484057,0.45681843,0.5481302,0.5266402,0.48626614,0.40206593,0.45998842,0.4307949,0.46028778,0.47773486
38,S00009,0.392053502,0.037611543,0.3897525,0.4458869,0.39668605,0.39613578,0.42036366,0.38074926,0.4235793,0.4093839,0.34614235,0.42363405,0.37070024,0.36760303,0.3950124,0.37480405,0.42144555,0.2723496,0.40858978,0.37199694,0.38226035,0.44399434
39,S00010,0.415752394,0.040127576,0.42848745,0.46251085,0.4434523,0.43193984,0.45682794,0.38300687,0.42614686,0.4451603,0.3192706,0.44585532,0.37446404,0.3761265,0.45042187,0.40976024,0.4559638,0.34111232,0.42577884,0.40187925,0.3805536,0.45632908
40,S00011,0.422764152,0.038838178,0.41647995,0.466686,0.4038116,0.43045723,0.44585314,0.4274679,0.46084455,0.43767458,0.42112893,0.45691377,0.4203652,0.40278023,0.40762165,0.38708583,0.44871452,0.28431347,0.4458808,0.4042427,0.42227408,0.4646869
41,S00012,0.459070881,0.033630787,0.4766003,0.49094728,0.46026996,0.48720625,0.4908713,0.445084,0.47430634,0.47613084,0.40163222,0.48419866,0.44545436,0.4382647,0.48832875,0.43167916,0.49306902,0.35679156,0.4672017,0.4387075,0.45347127,0.48120245
42,S00013,0.511637605,0.030409336,0.53668445,0.5458662,0.54668057,0.5207774,0.52484334,0.4893298,0.5244609,0.52420366,0.41442952,0.5251881,0.50068843,0.49366567,0.5346872,0.5373424,0.51042175,0.49338055,0.5062706,0.4610127,0.52287775,0.5199411
43,S00014,0.507425221,0.032948698,0.5326918,0.549381,0.54722404,0.5163109,0.5355028,0.47624093,0.4995688,0.53246284,0.4026548,0.5183283,0.49119842,0.47090042,0.53369886,0.52587664,0.5071747,0.50936514,0.49752876,0.47408417,0.5048417,0.5234694
44,S00015,0.540357732,0.026185642,0.5504417,0.56423897,0.55159026,0.5557458,0.53922415,0.53852576,0.56418526,0.5578587,0.4834969,0.5559614,0.54478693,0.53067297,0.5371366,0.54191667,0.5353645,0.4876271,0.5614133,0.47906324,0.57019997,0.55770445
45,S00016,0.55587942,0.029282009,0.59748745,0.5760572,0.5729741,0.57195705,0.5802821,0.526455,0.5390586,0.59887755,0.47472128,0.57314086,0.5526243,0.51724523,0.57632285,0.5756093,0.560528,0.533668,0.5575021,0.53060615,0.53587157,0.5665997
46,S00017,0.517198981,0.026948848,0.53258836,0.54591554,0.53593004,0.5215466,0.51813686,0.50512177,0.53645337,0.53500146,0.44250402,0.53131044,0.5293965,0.5028832,0.5224747,0.5287045,0.5140307,0.4764795,0.5281703,0.46044952,0.533181,0.54370123
47,S00018,0.535184563,0.034780847,0.5685239,0.5715639,0.5734901,0.5479741,0.5705588,0.4972054,0.518397,0.57279664,0.4286054,0.5511417,0.52268887,0.49165347,0.56094533,0.5472406,0.5411991,0.5396793,0.5292107,0.5043159,0.52295935,0.5435417
48,S00019,0.56842646,0.027906664,0.58617204,0.58387804,0.5756206,0.5871117,0.57053584,0.5603546,0.5852011,0.6047285,0.50658065,0.58997357,0.5840563,0.55061495,0.56743413,0.5672838,0.57124525,0.51277703,0.59052306,0.50564474,0.5896187,0.5791746
49,S00020,0.549269042,0.022830203,0.58180934,0.57005316,0.555737,0.5635924,0.5637563,0.5362045,0.5445857,0.58294666,0.4931935,0.5664263,0.5577774,0.51990426,0.5501912,0.5603136,0.5477079,0.50998324,0.5544692,0.5213954,0.54082197,0.5645118
50,S00021,0.403658452,0.035041666,0.4053792,0.4445378,0.42436707,0.42222401,0.4257661,0.40129825,0.42173764,0.40318227,0.3341174,0.41950965,0.4174945,0.37946165,0.42853346,0.40761578,0.42111045,0.29697257,0.40200126,0.36455637,0.41060138,0.44270223
51,S00022,0.437033201,0.037398764,0.44877905,0.4672852,0.46923208,0.46385467,0.4755965,0.41617838,0.44965503,0.44793868,0.3344994,0.45222333,0.4336763,0.3923448,0.47887546,0.45976198,0.46391356,0.36332217,0.43102956,0.4047866,0.4262589,0.46145236
52,S00023,0.413185139,0.03482587,0.4056842,0.46210217,0.43598008,0.4241955,0.44572717,0.4124824,0.42405593,0.42011473,0.34672463,0.4293137,0.43919942,0.40098587,0.4377292,0.41982338,0.41717106,0.31161964,0.40838903,0.36915198,0.40277982,0.45047286
53,S00024,0.443294084,0.038276244,0.45291224,0.48595634,0.46757331,0.4614126,0.49673775,0.4220324,0.4325471,0.45931503,0.34792614,0.46175778,0.458045,0.40247232,0.49803752,0.45595577,0.45963827,0.3707512,0.43738636,0.4074006,0.4169969,0.47102705
54,S00025,0.459551834,0.037044214,0.4401014,0.49030903,0.45191145,0.4554694,0.50594646,0.4968647,0.47660246,0.45001817,0.45551097,0.4876161,0.47647056,0.46432054,0.46694726,0.47327733,0.4429891,0.32873997,0.4559821,0.41557738,0.45900294,0.49737936
55,S00026,0.459860657,0.036833125,0.4409106,0.4910691,0.45153007,0.4588457,0.504815,0.50271934,0.47091615,0.44716486,0.45511833,0.48841998,0.4933295,0.46669018,0.46646255,0.44446558,0.4448751,0.3353113,0.45997903,0.4158975,0.45844087,0.5002524
56,S00027,0.405020613,0.036187167,0.40633255,0.44510725,0.41909385,0.4307328,0.4264372,0.4014062,0.43097153,0.40305275,0.3336089,0.41966134,0.41390765,0.3754258,0.43136457,0.42162547,0.42176005,0.2958178,0.4020741,0.36501607,0.41406953,0.44294685
57,S00028,0.439739802,0.041145911,0.44945526,0.46812245,0.49049416,0.47716781,0.4765513,0.4230864,0.4531174,0.4478224,0.33393073,0.4525869,0.427887,0.3884124,0.49009427,0.47174808,0.46452856,0.3572073,0.4311098,0.40537888,0.42424116,0.46185377
58,S00029,0.461351788,0.040699482,0.44073945,0.48534444,0.45260057,0.46629018,0.50584227,0.49667573,0.47233683,0.44791368,0.4549886,0.48966035,0.5014378,0.46495485,0.47048503,0.48278186,0.44270983,0.31420648,0.4601369,0.41649354,0.4615944,0.49984297
59,S00030,0.45208434,0.034907451,0.47296253,0.48651034,0.48710477,0.465976,0.48671567,0.431675,0.45249978,0.47045246,0.3859015,0.4788215,0.4505197,0.4109395,0.4706667,0.44145074,0.4888503,0.35537362,0.45897716,0.43107864,0.43670648,0.4785044
60,S00031,0.451648539,0.037746476,0.4735193,0.486808,0.47773996,0.4623539,0.48559335,0.4283814,0.45376712,0.47082198,0.3858755,0.47920746,0.44894284,0.41076106,0.5077989,0.44022176,0.48943195,0.3555528,0.4591629,0.4314133,0.40683642,0.47878087
61,S00032,0.466044467,0.03634743,0.47641948,0.50470406,0.48431137,0.49148294,0.5092767,0.44730252,0.46290013,0.48078293,0.3985891,0.4865898,0.4748311,0.4189071,0.50793177,0.4836564,0.4849868,0.36583453,0.46716127,0.43462268,0.45254418,0.48805448
62,S00033,0.422816551,0.033915288,0.4289741,0.45761433,0.44581595,0.44519812,0.45095372,0.41221383,0.4370726,0.42758313,0.34361503,0.43870533,0.43018755,0.3904513,0.45279813,0.43591136,0.44443148,0.33219975,0.41999072,0.38752645,0.42122194,0.4538662
63,S00034,0.430988036,0.034909263,0.43896726,0.46302408,0.45884684,0.45804954,0.46161348,0.4162698,0.44505817,0.4377919,0.34538764,0.4464681,0.43641207,0.3916904,0.4640093,0.44848168,0.45415464,0.3453093,0.427007,0.39678258,0.4260467,0.45839024
64,S00035,0.43618046,0.035011605,0.4250555,0.47537568,0.438989,0.443534,0.47125494,0.4533702,0.45317116,0.42913535,0.3984497,0.45631963,0.4660983,0.4276893,0.45241746,0.47238597,0.42804006,0.32434788,0.43406627,0.39020434,0.4118191,0.47188535
65,S00036,0.448794617,0.038064236,0.44478568,0.487289,0.4705496,0.46482712,0.5066902,0.4335778,0.43773502,0.46375132,0.35639766,0.47147167,0.47435468,0.42897436,0.50151074,0.45630765,0.45785254,0.3739258,0.44315833,0.41295758,0.40711856,0.48265702
66,S00037,0.442457965,0.035408445,0.4131019,0.4801327,0.44406036,0.44347566,0.4843023,0.46732217,0.46958563,0.43322957,0.41383082,0.46535558,0.4648911,0.43803087,0.4526274,0.4722828,0.4287672,0.330239,0.43958694,0.39656156,0.42864302,0.48313272
67,S00038,0.455889522,0.036732468,0.42856285,0.48815015,0.45278567,0.45599824,0.49987882,0.48558077,0.46873498,0.44939223,0.43605453,0.48156914,0.49137703,0.45776036,0.47018063,0.47598746,0.44481865,0.330566,0.45651212,0.41222024,0.44026646,0.4913941
68,S00039,0.421157506,0.037945425,0.4217671,0.45491743,0.45387924,0.45739874,0.4468511,0.4229547,0.45526412,0.41806185,0.35016674,0.43347585,0.42303905,0.38358396,0.44884962,0.43586805,0.43644047,0.3070427,0.41576093,0.38082114,0.42560115,0.45140618
69,S00040,0.45112451,0.039471795,0.46331042,0.47843274,0.5058596,0.460384,0.49024796,0.42644882,0.46259898,0.46112892,0.36546257,0.4677356,0.44532958,0.4025242,0.5129623,0.4687666,0.4783793,0.3604076,0.44740203,0.42007294,0.43361938,0.47141665
70,S00041,0.464708197,0.03881451,0.44527543,0.4970087,0.46464226,0.47832516,0.5098723,0.4844308,0.4602813,0.46545464,0.43228626,0.488538,0.5089111,0.46035483,0.48731834,0.49754557,0.45782074,0.3326295,0.46343353,0.42152882,0.44191298,0.49659368
71,S00042,0.461497104,0.039552593,0.4709169,0.4850608,0.5170851,0.49432704,0.49031174,0.45635185,0.47239587,0.46909547,0.38652104,0.47750175,0.45493087,0.41113788,0.52443945,0.469717,0.48611838,0.35847044,0.45798123,0.4294067,0.44061258,0.47755998
72,S00043,0.447502566,0.037903746,0.4640655,0.4794587,0.5030536,0.45312896,0.48111543,0.41997576,0.45361206,0.46147132,0.36709505,0.4686095,0.44000793,0.40159327,0.49088946,0.45572257,0.4791981,0.35406518,0.44810614,0.42112622,0.43566352,0.47209305
73,S00044,0.460384765,0.036917341,0.45736632,0.4962843,0.46308973,0.48223302,0.5030251,0.4697547,0.45468745,0.4635577,0.42078897,0.48190415,0.4968137,0.43983334,0.47481257,0.49410638,0.4594778,0.33661795,0.46106806,0.4181571,0.4424687,0.49164826
74,S00045,0.404054687,0.037350877,0.3937985,0.4433192,0.42377275,0.43059206,0.41380605,0.40127075,0.4548079,0.40121943,0.34416804,0.41844043,0.39545247,0.39416137,0.41665313,0.44125628,0.41635832,0.28676575,0.40310854,0.36422178,0.39629823,0.44162276
75,S00046,0.424910171,0.036049412,0.43329135,0.46132404,0.45882982,0.45063663,0.45317963,0.4005486,0.4409787,0.43965524,0.32558677,0.44355503,0.40240297,0.4049922,0.45752,0.44113928,0.45290348,0.35025838,0.42374468,0.39729744,0.4047276,0.45563158
76,S00047,0.403750877,0.037353752,0.39269117,0.4430433,0.42059645,0.43442166,0.4135023,0.4000485,0.45704275,0.40121275,0.3442644,0.41824713,0.39583865,0.39464307,0.41349095,0.44119897,0.41585138,0.287994,0.40307498,0.3641221,0.39229488,0.44143814
77,S00048,0.425564596,0.036680472,0.43307275,0.46125177,0.45818865,0.45390472,0.45275435,0.4005668,0.44388172,0.43964437,0.3257463,0.4435111,0.4028842,0.404373,0.45935652,0.45041957,0.45266807,0.3488564,0.42374757,0.39726576,0.40362388,0.45557442
78,S00049,0.433831519,0.03546842,0.4233457,0.4653833,0.43603697,0.4739632,0.44366714,0.43975356,0.48442551,0.43431038,0.4081521,0.4529936,0.43529713,0.42625847,0.43269408,0.4443427,0.4475724,0.30699626,0.44051352,0.39983377,0.41837588,0.4627147
79,S00050,0.435211662,0.035495303,0.42424145,0.46554685,0.43782538,0.4740823,0.44382066,0.4418045,0.48581815,0.4343269,0.40810034,0.45313022,0.43585104,0.42646417,0.4357285,0.45540062,0.4476914,0.30845356,0.44055593,0.39990953,0.42263868,0.46284306
80,S00051,0.399945252,0.038629805,0.3992668,0.44427705,0.4194643,0.41984156,0.4143564,0.4015695,0.43331042,0.40106368,0.3437185,0.4185797,0.39338064,0.39507812,0.41063634,0.41128343,0.41753063,0.2634724,0.40320185,0.36462858,0.4023254,0.44191974
81,S00052,0.423369513,0.035559239,0.4378864,0.46229818,0.45189312,0.44481432,0.45404348,0.39908215,0.43572468,0.43956667,0.32510757,0.44382393,0.4039863,0.4063749,0.45655864,0.41683105,0.45366973,0.34830868,0.42388368,0.39782253,0.40966225,0.456052
82,S00053,0.433518719,0.039267891,0.4308123,0.4664836,0.43598598,0.46283993,0.44419214,0.44217688,0.48412135,0.434223,0.4076247,0.4533897,0.43847862,0.42690966,0.43472698,0.44369528,0.4492107,0.28321788,0.4405826,0.40037704,0.428184,0.46314204
83,S00054,0.463756499,0.031722971,0.46962288,0.48541343,0.46290419,0.48543176,0.48466852,0.43939427,0.5039371,0.4673884,0.39464906,0.47684464,0.47594973,0.45761788,0.4937884,0.496148,0.48452994,0.37702337,0.45950323,0.42980054,0.45342386,0.47709078
84,S00055,0.466593327,0.032029403,0.47014308,0.48557812,0.47684205,0.4948068,0.49435338,0.44854495,0.50607044,0.46752787,0.394508,0.47705972,0.47491333,0.45293042,0.4858771,0.511519,0.48534644,0.38525873,0.4595517,0.42993072,0.45386684,0.47723785
85,S00056,0.464646315,0.032498494,0.46932998,0.485399,0.45912993,0.50481945,0.4818088,0.4585708,0.50471854,0.46745107,0.3947013,0.4769158,0.475904,0.45082888,0.48428595,0.5006055,0.48534068,0.3748861,0.45953533,0.42982662,0.45182574,0.47704282
86,S00057,0.423825703,0.034684619,0.42172927,0.45800385,0.44622993,0.4528195,0.44181192,0.4104094,0.46046978,0.42937115,0.3502943,0.43979555,0.4095263,0.4080567,0.4447542,0.45810404,0.44318345,0.32760513,0.42275432,0.3902191,0.40742457,0.4539516
87,S00058,0.423718431,0.03503904,0.42670724,0.45904735,0.45110384,0.45017177,0.4458147,0.4058724,0.45127207,0.4330517,0.33916506,0.44077945,0.40560412,0.40471286,0.44992283,0.45337072,0.44647884,0.3355631,0.4225329,0.3925518,0.40634564,0.45430022
88,S00059,0.415231113,0.035831121,0.40477544,0.45128468,0.42741385,0.44840738,0.42548048,0.41378418,0.46659982,0.4141959,0.36549816,0.4310269,0.4093105,0.4059963,0.42203197,0.44679385,0.42823288,0.2991879,0.41659603,0.37787125,0.40098116,0.44915363
89,S00060,0.427069724,0.03740337,0.43195197,0.46112028,0.45532748,0.46032906,0.45269987,0.40111527,0.45172533,0.4395364,0.32853147,0.44365403,0.40448076,0.40523565,0.45711863,0.4687478,0.45248264,0.34839684,0.42424557,0.39730528,0.4017489,0.45564124
90,S00061,0.423601278,0.035094703,0.41372067,0.45776635,0.43154642,0.45915624,0.43427578,0.4233476,0.4734105,0.42379948,0.3838435,0.441062,0.4207624,0.4146955,0.426935,0.4464937,0.4374613,0.30423263,0.4274054,0.38819993,0.4086189,0.45529225
91,S00062,0.43193987,0.034545234,0.42389864,0.46296406,0.43958706,0.4630543,0.4421896,0.43509373,0.47984812,0.4315027,0.3934908,0.44860235,0.4313337,0.42165354,0.43868163,0.45850074,0.44524002,0.31195834,0.43493944,0.39607567,0.42022133,0.45996162
92,S00063,0.416413304,0.034761951,0.4222041,0.4567658,0.4319159,0.43806922,0.437251,0.41035357,0.44717643,0.42222375,0.35458624,0.43617874,0.40869856,0.41128975,0.43366343,0.40159732,0.43920013,0.3034924,0.4198561,0.385535,0.4158301,0.45237854
93,S00064,0.439281863,0.033396794,0.45497954,0.47397694,0.45646006,0.46228495,0.46984756,0.4175433,0.45148775,0.45534456,0.3556127,0.46060517,0.42531705,0.42286023,0.47280657,0.42499885,0.47151294,0.35885674,0.44143257,0.41478637,0.42841738,0.46650603
94,S00065,0.434457717,0.035106169,0.4397624,0.46985266,0.44436562,0.46144184,0.45339298,0.43423903,0.46169412,0.44166946,0.39179605,0.4563571,0.4302239,0.42589653,0.45055863,0.42123768,0.4565827,0.30684334,0.44153243,0.40597734,0.43100247,0.46472806
95,S00066,0.454863775,0.031880012,0.46594575,0.48334718,0.45646617,0.48627472,0.47874585,0.43818066,0.48352796,0.4654984,0.393206,0.47468084,0.44752374,0.4492033,0.4776691,0.45227596,0.4816293,0.35566607,0.45759848,0.42740166,0.4468312,0.47560316
96,S00067,0.453096037,0.032277609,0.4640263,0.48048416,0.45727265,0.47854504,0.4814096,0.42812034,0.48672655,0.4628066,0.3750442,0.46968412,0.4574103,0.44339153,0.48328516,0.4571005,0.47942358,0.36844364,0.45126632,0.42347154,0.4416206,0.472388
97,S00068,0.438026514,0.03328424,0.4430836,0.47101313,0.43906394,0.46093988,0.45404097,0.43332878,0.47441465,0.4419407,0.39061704,0.45692575,0.4488909,0.43632245,0.45434207,0.42404124,0.4590115,0.32166964,0.44172,0.4068319,0.43702078,0.46531135
98,S00069,0.392794705,0.037613315,0.3911058,0.4463971,0.4005635,0.39675918,0.42072004,0.38309357,0.4235365,0.40988097,0.34656712,0.42418122,0.37067255,0.36824408,0.39806512,0.37431568,0.42207402,0.2731883,0.4090689,0.37255085,0.38053298,0.44437662
99,S00070,0.415009414,0.040111777,0.42724153,0.46226928,0.4422751,0.43133724,0.45681623,0.38004243,0.42437682,0.44517836,0.3192464,0.4457406,0.37441254,0.3755863,0.44759783,0.4080078,0.45563605,0.3406781,0.42573586,0.40183407,0.37996963,0.4562061
100,S00071,0.392380377,0.037479043,0.38993403,0.44609582,0.39564207,0.3960964,0.42087746,0.38057065,0.4241803,0.40992025,0.34713247,0.4241037,0.37163866,0.36794186,0.39434826,0.37446675,0.42180324,0.27323598,0.40914157,0.3725351,0.38369635,0.44424662
