id,true_0,true_1,true_2,true_3,true_4,true_5,true_6,pred_avg_0,pred_avg_1,pred_avg_2,pred_avg_3,pred_avg_4,pred_avg_5,pred_avg_6,pred_stdev_0,pred_stdev_1,pred_stdev_2,pred_stdev_3,pred_stdev_4,pred_stdev_5,pred_stdev_6
P11,0.268882222,0.370423333,0.457877778,0.519428889,0.644381111,0.780671111,0.91142,0.2738340198993683,0.3658589720726013,0.45989507138729097,0.5365511298179626,0.6561649858951568,0.7747097611427307,0.8881457328796387,0.005806633856403197,0.004977226134997789,0.005470195385715379,0.006889833961243413,0.007635967516602646,0.0060102384228256835,0.008208665991789701
P12,0.269333333,0.349028889,0.411878889,0.495221111,0.62472,0.731953333,0.866905556,0.26864254772663115,0.35764692425727845,0.4515057414770126,0.5288158357143402,0.6470273792743683,0.7615135252475739,0.8723565220832825,0.0044952663240809395,0.005226107448418447,0.0052943061794222274,0.007095366826490787,0.00603078345633385,0.0056138127067842285,0.007468458354224867
P13,0.257938889,0.366101111,0.4547,0.526162222,0.655005556,0.769838889,0.876981111,0.2670487940311432,0.3653128743171692,0.45874557495117185,0.5319674253463745,0.6554029703140258,0.7720492482185364,0.8789151310920715,0.004829918192622388,0.004217570011732698,0.006478528770075105,0.00530606642556095,0.003607544848942383,0.004038653555385093,0.0037144047047131456
P14,0.255768889,0.363904444,0.447648889,0.522448889,0.647687778,0.757906667,0.864306667,0.25821965336799624,0.3655322194099426,0.4503720998764038,0.5264885604381562,0.6501568794250489,0.765920776128769,0.8732022345066071,0.003167140708597151,0.004972239822371982,0.002763777153846407,0.006753533507925694,0.008254338985499354,0.006172925108708855,0.006394699339972434
P15,0.253261111,0.360106667,0.44431,0.516011111,0.641761111,0.753788889,0.857763333,0.256914821267128,0.3625596106052399,0.4505517840385437,0.5246942341327667,0.6499283134937286,0.7634260714054107,0.8706081449985504,0.003931853110160276,0.004290118510684265,0.0029369040970038366,0.003670909313142688,0.0024065750541434018,0.004673549899510165,0.005621120130008761
P16,0.260457778,0.36972,0.456533333,0.531038889,0.660434444,0.775901111,0.884162222,0.26607364118099214,0.3628773897886276,0.4552981108427048,0.531620305776596,0.6565304338932038,0.769378924369812,0.878718513250351,0.006559357998543243,0.004589694565370425,0.006582261023045597,0.005229534909855765,0.005407250121846585,0.0073678598919356434,0.004707691870946805
P17,0.254528889,0.362058889,0.446608889,0.519053333,0.645202222,0.757672222,0.862134444,0.2569503754377365,0.3654647648334503,0.44821189939975736,0.5234350681304931,0.6497527956962585,0.7623263835906983,0.8722968637943268,0.0038988568979562354,0.004457837685250816,0.005635689468014766,0.004480193620371433,0.004593931217362063,0.005269396316073956,0.003999495639054952
P18,0.257914444,0.365235556,0.451143333,0.527127778,0.653878889,0.774246667,0.88094,0.25883069932460784,0.3660698145627975,0.4506580740213394,0.5258608460426331,0.6507139384746552,0.7665286839008332,0.8757999897003174,0.002425071477277498,0.00396623286645688,0.005245729645028904,0.00700081552612883,0.00733371462080482,0.005974463917175195,0.007392223121376064
P19,0.258233333,0.366897778,0.45137,0.526766667,0.653627778,0.764638889,0.880407778,0.26040998101234436,0.36420345306396484,0.45064571797847747,0.5239674925804139,0.6486846148967743,0.7653512537479401,0.8722204685211181,0.004572659736272189,0.0037513419936734634,0.0026630185087371232,0.004416135423703117,0.004924697517830797,0.004869430400104815,0.004861673736749555
P20,0.26149,0.370131111,0.454497778,0.532475556,0.65596,0.769601111,0.879445556,0.2663538932800293,0.3661072224378586,0.453853103518486,0.5310665488243103,0.6553173065185547,0.7717436373233795,0.8813505649566651,0.005180493397290926,0.0066302748293269815,0.004081211445742561,0.004736939278161049,0.006883259092801405,0.006410577893059709,0.0060931839376168395
P21,0.262141111,0.373497778,0.460586667,0.535288889,0.66569,0.78223,0.891062222,0.2634114146232605,0.3687416523694992,0.4556835740804672,0.532107025384903,0.6583001792430878,0.7716310739517211,0.8819239199161529,0.003701055860259912,0.005796281380774047,0.007209204629098255,0.005823989062219107,0.007613538568921445,0.004536268716665701,0.007404046950947385
P22,0.261386667,0.370915556,0.456726667,0.530512222,0.659351111,0.773736667,0.880341111,0.26444081366062167,0.3640650361776352,0.4546334743499756,0.5308697521686554,0.6545905411243439,0.770042109489441,0.879103547334671,0.0024757515034245807,0.004832876374339374,0.005706353269818013,0.0035918562760786517,0.003452571649143234,0.0043812451319595255,0.003988475741314572
P23,0.270366667,0.374712222,0.465794444,0.527644444,0.668008889,0.785202222,0.88005,0.27253396809101105,0.36248565316200254,0.46102852523326876,0.5361864745616913,0.6575865745544434,0.7712656855583191,0.8847246944904328,0.004430674585112772,0.005026381155425404,0.006311028370140121,0.005864825553726569,0.007655446873193451,0.008670413591434249,0.00983369941667555
P24,0.257745556,0.365683333,0.450254444,0.523162222,0.650098889,0.762752222,0.867721111,0.26595714688301086,0.36161037981510163,0.4554565757513046,0.531242972612381,0.6531357884407043,0.7673609733581543,0.8766109645366669,0.004873313597364083,0.0049698995475211056,0.009058542615898297,0.007135628093336447,0.006555518839067344,0.0074923160808557454,0.007938654629035721
P25,0.2568,0.365207778,0.450684444,0.523932222,0.651898889,0.765956667,0.871674444,0.26097902208566665,0.3647145926952362,0.4547129273414612,0.530085664987564,0.6537518084049225,0.7681864857673645,0.8788363873958588,0.0044131729693274715,0.0038229299218510565,0.005917479201218759,0.004937283522801197,0.007323613530972824,0.00893755590374724,0.006605519143278623
P26,0.256056667,0.364345556,0.449738889,0.522777778,0.650377778,0.763346667,0.868904444,0.26298940777778623,0.3640806943178177,0.45198820233345033,0.5305117249488831,0.655285257101059,0.7700201392173767,0.8783481895923615,0.006258674779673094,0.0033046396510129313,0.006087356142661171,0.005021924172133543,0.006562283234376754,0.007968406638452155,0.006612947362955277
P27,0.267606667,0.34421,0.467551111,0.585995556,0.67565,0.796794444,0.895962222,0.2712328493595123,0.36139439046382904,0.46050603985786437,0.5395126461982727,0.6585695743560791,0.7737777590751648,0.8875991225242614,0.0031087622263886007,0.0033286228991907412,0.0039796169108233205,0.003344407328869114,0.003745845601205966,0.004266993671802464,0.0064787996574403465
P28,0.269092222,0.370467778,0.455843333,0.529197778,0.658124444,0.773355556,0.879582222,0.26693746745586394,0.3658535212278366,0.4558879047632217,0.5332325398921967,0.6553876042366028,0.7689702272415161,0.8810417652130127,0.002294418459487784,0.004069984169098075,0.0024327332133283293,0.004554676230585967,0.003963655327062331,0.003350162437534165,0.0025473982261245195
P29,0.258922222,0.368511111,0.452892222,0.52813,0.654693333,0.775853333,0.88098,0.25947982966899874,0.3650272756814957,0.45117443799972534,0.5260002076625824,0.6534475207328796,0.7697538077831269,0.8752042829990387,0.004310149062746531,0.003992091114257633,0.007415320002060733,0.0036604628569355405,0.006155646880298504,0.0067565193375841775,0.003998421272494276
P30,0.260191111,0.369137778,0.453945556,0.528666667,0.654974444,0.775682222,0.880713333,0.258600777387619,0.36603142619132994,0.4498952865600586,0.5253635346889496,0.6516687631607055,0.7671362340450287,0.8746552467346191,0.002426699561364362,0.005334362220655499,0.004704239984776858,0.0069341572579323585,0.007282984146791975,0.0052640261289667615,0.006816423026663934
