id,true_0,true_1,true_2,true_3,true_4,true_5,true_6,pred_avg_0,pred_avg_1,pred_avg_2,pred_avg_3,pred_avg_4,pred_avg_5,pred_avg_6,pred_stdev_0,pred_stdev_1,pred_stdev_2,pred_stdev_3,pred_stdev_4,pred_stdev_5,pred_stdev_6
P11,0.1298,1.0,0.0329,0.3362,0.1426,0.0865,0.044,0.25836363765928483,1.0587472319602966,0.3114754491382175,0.3171523908774058,0.2649027407169342,0.13055212050676346,0.07599991280585527,0.02607590711780358,0.21282716909361196,0.02376696710058296,0.019514477730014426,0.020124230124391632,0.006109795529946532,0.008358115837048131
P12,0.3497,1.0,0.4128,0.2696,0.2187,0.1361,0.0694,0.27507168385717606,0.9940160512924194,0.30678022901217145,0.3348003592756059,0.26794877151648205,0.11557353536287944,0.0614618058833811,0.04306310860967605,0.01251744342649891,0.022366714029475755,0.03101347749560483,0.034358277062544795,0.015741931423450022,0.019743854539474293
P13,0.1589,1.0,0.1347,0.2875,0.3424,0.1032,0.0877,0.12036618673139149,0.9625572383403778,0.189207813806004,0.3463880585299598,0.3525089654657576,0.13705746084451675,0.09915922002659903,0.022775946354637994,0.09903424546831521,0.021300904516763544,0.04381453980488017,0.04215724358069541,0.022256142834632512,0.037597257717187554
P14,0.2661,1.0,0.2407,0.3489,0.3635,0.0472,0.0722,0.18137971870601177,1.0443459570407867,0.20750376023352146,0.4469366781413555,0.4060715436935425,0.1259907865896821,0.10936450865119696,0.02807051018776614,0.22653722708513205,0.024213491750942808,0.07596156089506106,0.05314545162626285,0.018704471764921984,0.012002613084885186
P15,0.1496,1.0,0.1452,0.2867,0.3667,0.1115,0.1062,0.19146513640880586,1.00057013630867,0.21483828872442245,0.4688717871904373,0.4276470750570297,0.12695436775684357,0.10796188786625863,0.019974299419583293,0.0077593815171791,0.01439248292382357,0.03991006992855436,0.028787255671135322,0.009006573840616414,0.015371024174170746
P16,0.062,1.0,0.1507,0.4087,0.4282,0.1752,0.1629,0.1466505452990532,0.9980142414569855,0.19847749471664428,0.3325591444969177,0.33594504594802854,0.12706451043486594,0.08885367289185524,0.035967438632962936,0.019328564569212777,0.03968660185530319,0.04219231827890292,0.04886915834617792,0.01932345563058384,0.02631891374529768
P17,0.1359,1.0,0.1878,0.3264,0.4402,0.1623,0.1495,0.17243441939353943,1.0002763628959657,0.20164859294891357,0.43703095316886903,0.40024037659168243,0.12348553091287613,0.10469628050923348,0.017101753331195377,0.010492879562923331,0.007368200497425013,0.053080282960953774,0.03930314817540069,0.013345404390730576,0.013774206878450128
P18,0.3451,1.0,0.2928,0.7475,0.757,0.1709,0.0967,0.19163503580623203,1.0055439710617065,0.22168307999769846,0.5471388863192664,0.4743075536357032,0.14198117620415157,0.12543831186162102,0.022037647091007067,0.012527351283566348,0.020948850309443,0.08657894872451227,0.04989942847402049,0.01329600893250957,0.013078285547859328
P19,0.2477,1.0,0.2279,0.6134,0.3979,0.0923,0.0799,0.19372687571578556,0.9752260029315949,0.2355418172147539,0.5217395888434516,0.48216237624486286,0.1419466816716724,0.11780204789506064,0.021704626059547486,0.07370166891468705,0.02682981643220514,0.08585015595508207,0.05709729694993876,0.02124954306006452,0.019662342889508043
P20,0.0812,1.0,0.1853,0.2211,0.3151,0.1242,0.0707,0.11286567971110344,0.9944888412952423,0.17334210574626924,0.36740957796573637,0.36313435435295105,0.1318870134651661,0.10715184286236763,0.03784719084077329,0.012588796738770522,0.0356936904449182,0.039193691543811165,0.03520153873623327,0.025718642312311784,0.023183184978869675
P21,0.1015,1.0,0.1841,0.3381,0.3467,0.1243,0.103,0.15663979864782757,1.0628224968910218,0.1971675306558609,0.41892967290348476,0.39824440744188094,0.12970784058173498,0.11078304052352905,0.028363698783566354,0.2082054986122578,0.017186048422312195,0.04391133749392678,0.03192763537470034,0.01305706465985637,0.010488921731023384
P22,0.0407,1.0,0.2625,0.6412,0.6749,0.324,0.2178,0.12166901007294655,1.0025866389274598,0.16631365418434144,0.3536624193191528,0.3625764429569244,0.12284103631973267,0.11259075999259949,0.035737670881312855,0.00967605234578707,0.022476422697000446,0.03509455293605973,0.02980192574024354,0.010573777665760372,0.006038718070953379
P23,0.0473,1.0,0.0664,0.332,0.1597,0.1145,0.033,0.27144418805837633,0.9942624807357788,0.2994730919599533,0.32734944224357604,0.2737312212586403,0.12900526374578475,0.07188101526763704,0.03956357074545019,0.01392585325754966,0.02863226006152807,0.04127422011388198,0.03887375653732757,0.013534670675560037,0.01921171783967726
P24,0.137,1.0,0.1252,0.3187,0.3599,0.1286,0.1121,0.1281593270599842,0.9876596391201019,0.18832479864358903,0.342853307723999,0.3472381353378296,0.13580799773335456,0.10750351473689079,0.025420193925975793,0.01409463804880078,0.017392898534514943,0.03072863948254111,0.019714255116032718,0.01070034743561961,0.011941286499746219
P25,0.104,1.0,0.1666,0.3476,0.3302,0.1111,0.1121,0.14675374660227034,0.9629649341106414,0.1880500548415714,0.3837628728813595,0.38021107845836216,0.12747226821051705,0.10943467915058136,0.022921212729725457,0.08320432683889561,0.012428566711465142,0.03800297943044795,0.027565009553608463,0.011052418723928677,0.008940236285438927
P26,0.0865,1.0,0.138,0.3017,0.2901,0.095,0.1037,0.13158025965094566,0.9898746490478516,0.18015974760055542,0.36556822061538696,0.37574813663959505,0.13320921286940574,0.1073361650109291,0.02926631475443449,0.011664692422418244,0.02170979036460352,0.034790958999242165,0.024065078396689067,0.014137369354033058,0.012644967980240361
P27,0.2906,1.0,0.4925,0.2056,0.0506,0.1184,0.0386,0.2546167358756065,0.9891860127449036,0.27852246463298796,0.31239994764328005,0.2684661775827408,0.12123842388391495,0.07549063451588153,0.03172512276708089,0.012589516852524683,0.04284875776792081,0.02642901231413683,0.025535081788367033,0.007485196296338613,0.010572357618620425
P28,0.1259,1.0,0.1818,0.402,0.3787,0.1416,0.1368,0.11435131563080682,0.9601005256175995,0.1639284375641081,0.3410276704364353,0.3481666048367818,0.13919952511787415,0.11378857410616344,0.017145765106248916,0.10525613493237579,0.02104953283984082,0.03301824275134561,0.03594895202207918,0.015426370584613882,0.01443240034409094
P29,0.2534,1.0,0.3711,0.9984,0.7316,0.2041,0.1627,0.21838988959789277,1.0013172328472137,0.21762699782848358,0.5461144506931305,0.49435028731822966,0.14742105901241304,0.12557651698589326,0.025156309686646464,0.007394497388749142,0.017781554396028527,0.07486767271598915,0.0576685856804709,0.025368971869394855,0.013344148641162715
P30,0.2133,1.0,0.2452,0.7768,0.5693,0.1536,0.1312,0.20809226669371128,1.0444289565086364,0.22487822733819485,0.5170389972627163,0.46713492274284363,0.13657366670668125,0.11260845605283976,0.02655016005256478,0.22572056498915472,0.029613905371870395,0.07286340815895352,0.04655316436138883,0.00961732546117038,0.017868105203950598
